index,price,carat
150,2768,0.71
151,2769,0.74
152,2770,0.71
153,2770,0.73
154,2770,0.76
155,2770,0.76
156,2770,0.71
157,2770,0.73
158,2770,0.73
159,2770,0.73
160,2770,0.73
161,2771,0.72
162,2771,0.73
163,2771,0.71
164,2771,0.79
165,2772,0.73
166,2772,0.8
167,2772,0.58
168,2772,0.58
169,2772,0.71
170,2773,0.75
171,2773,0.7
172,2774,1.17
173,2774,0.6
174,2774,0.7
175,2774,0.83
176,2775,0.74
177,2776,0.72
178,2776,0.71
179,2776,0.71
180,2776,0.54
181,2776,0.54
182,2776,0.72
183,2776,0.72
184,2776,0.72
185,2776,0.71
186,2777,0.7
187,2777,0.71
188,2777,0.71
189,2777,0.71
190,2777,0.71
191,2777,0.7
192,2777,0.7
193,2777,0.7
194,2777,0.7
195,2777,0.7
196,2777,0.7
197,2777,0.7
198,2777,0.7
199,2777,0.72
200,2777,0.7
201,2777,0.7
202,2777,0.7
203,2777,0.7
204,2777,0.98
205,2777,0.78
206,2777,0.7
207,2778,0.52
208,2779,0.73
209,2779,0.74
210,2780,0.7
211,2780,0.77
212,2780,0.71
213,2780,0.74
214,2780,0.7
215,2781,1.01
216,2781,0.77
217,2781,0.78
218,2782,0.72
219,2782,0.53
220,2782,0.76
221,2782,0.7
222,2782,0.7
223,2782,0.75
224,2782,0.72
225,2782,0.72
226,2782,0.7
227,2782,0.84
228,2782,0.75
229,2783,0.52
230,2784,0.72
231,2784,0.79
232,2787,0.72
233,2787,0.51
234,2787,0.64
235,2788,0.7
236,2788,0.83
237,2788,0.76
238,2788,0.71
239,2788,0.77
240,2788,0.71
241,2788,1.01
242,2788,1.01
243,2789,0.77
244,2789,0.76
245,2789,0.76
246,2789,0.76
247,2789,1.05
248,2789,0.81
249,2789,0.7
250,2789,0.55
251,2789,0.81
252,2789,0.63
253,2789,0.63
254,2789,0.77
255,2789,1.05
256,2790,0.64
257,2790,0.76
258,2790,0.83
259,2790,0.71
260,2790,0.71
261,2791,0.87
262,2791,0.73
263,2792,0.71
264,2792,0.71
265,2792,0.71
266,2792,0.7
267,2792,0.7
268,2792,0.76
269,2792,0.7
270,2793,0.79
271,2793,0.7
272,2793,0.7
273,2793,0.76
274,2793,0.73
275,2794,0.79
276,2795,0.71
277,2795,0.81
278,2795,0.81
279,2795,0.72
280,2795,0.72
281,2795,0.72
282,2795,0.81
283,2795,0.72
284,2795,1.0
285,2796,0.73
286,2797,0.81
287,2797,0.81
288,2797,0.71
289,2797,0.71
290,2797,0.71
291,2797,0.57
292,2797,0.51
293,2797,0.72
294,2797,0.74
295,2797,0.74
296,2797,0.7
297,2797,0.8
298,2797,1.01
299,2797,0.8
300,2798,0.77
301,2799,0.83
302,2799,0.82
303,2799,0.78
304,2800,0.6
305,2800,0.9
306,2800,0.7
307,2800,0.9
308,2800,0.83
309,2800,0.83
310,2800,0.83
311,2800,0.74
312,2800,0.79
313,2800,0.61
314,2800,0.76
315,2801,0.96
316,2801,0.73
317,2801,0.73
318,2801,0.75
319,2801,0.71
320,2801,0.71
321,2801,0.71
322,2801,0.71
323,2801,1.04
324,2801,1.0
325,2802,0.87
326,2802,0.53
327,2802,0.72
328,2802,0.72
329,2803,0.7
330,2803,0.74
331,2803,0.71
332,2803,0.73
333,2803,0.7
334,2803,0.71
335,2803,0.71
336,2803,0.71
337,2803,0.77
338,2803,0.71
339,2803,0.78
340,2803,0.71
341,2803,0.91
342,2804,0.71
343,2804,0.71
344,2804,0.8
345,2804,0.7
346,2804,0.72
347,2804,0.72
348,2804,0.82
349,2804,0.7
350,2804,0.72
351,2804,0.72
352,2804,0.9
353,2805,0.74
354,2805,0.74
355,2805,0.73
356,2805,0.57
357,2805,0.73
358,2805,0.72
359,2805,0.74
360,2805,0.82
361,2806,0.81
362,2806,0.75
363,2806,0.7
364,2807,0.71
365,2807,0.71
366,2807,0.93
367,2808,0.8
368,2808,0.7
369,2808,1.0
370,2808,0.75
371,2808,0.58
372,2808,0.73
373,2809,0.81
374,2809,0.81
375,2809,0.71
376,2809,1.2
377,2810,0.7
378,2810,0.7
379,2810,0.74
380,2810,0.7
381,2810,0.8
382,2811,0.75
383,2811,0.83
384,2811,1.0
385,2811,0.99
386,2812,0.7
387,2812,0.7
388,2812,0.7
389,2812,0.7
390,554,0.32
391,554,0.32
392,554,0.32
393,554,0.32
394,554,0.32
395,554,0.32
396,554,0.3
397,554,0.3
398,554,0.3
399,554,0.3
400,554,0.3
401,554,0.3
402,554,0.3
403,554,0.32
404,554,0.33
405,555,0.29
406,555,0.29
407,555,0.31
408,555,0.34
409,555,0.34
410,555,0.34
411,555,0.34
412,555,0.3
413,555,0.29
414,555,0.35
415,555,0.43
416,556,0.32
417,556,0.36
418,556,0.3
419,556,0.26
420,2812,0.7
421,2812,0.7
422,2812,0.71
423,2812,0.99
424,2812,0.73
425,2812,0.51
426,2813,0.91
427,2813,0.84
428,2813,0.91
429,2814,0.76
430,2814,0.76
431,2814,0.75
432,2815,0.55
433,2815,0.76
434,2815,0.74
435,2815,0.7
436,2815,0.7
437,2815,0.7
438,2815,0.7
439,2815,0.9
440,2815,0.95
441,2815,0.89
442,2815,0.72
443,2815,0.96
444,2815,1.02
445,2816,0.78
446,2816,0.61
447,2816,0.71
448,2816,0.78
449,2816,0.87
450,2816,0.83
451,2817,0.71
452,2817,0.71
453,2817,0.71
454,2817,0.71
455,2817,0.63
456,2817,0.71
457,2817,0.71
458,2817,0.71
459,2817,0.71
460,2817,0.9
461,2817,0.71
462,2818,0.7
463,2818,0.7
464,2818,0.7
465,2818,1.0
466,2818,0.86
467,2818,0.8
468,2818,0.7
469,2818,0.7
470,2818,0.7
471,2818,0.7
472,2818,1.0
473,2819,0.72
474,2819,0.72
475,2819,0.7
476,2819,0.86
477,2820,0.71
478,2821,0.75
479,2821,0.73
480,2821,0.53
481,2821,0.73
482,2821,0.73
483,2821,0.73
484,2821,0.73
485,2821,0.73
486,2821,0.73
487,2822,0.7
488,2822,0.72
489,2822,0.72
490,2822,0.72
491,2822,0.7
492,2822,0.6
493,2822,0.74
494,2822,0.73
495,2822,0.71
496,2822,0.71
497,2822,0.7
498,2822,0.7
499,2822,0.9
500,2822,0.71
501,2822,0.7
502,2822,0.7
503,2822,0.7
504,2822,0.7
505,2822,0.7
506,2822,0.7
507,2822,0.7
508,2822,0.7
509,2822,0.7
510,2823,0.79
511,2823,0.9
512,2823,0.71
513,2823,0.61
514,2823,0.9
515,2823,0.71
516,2824,0.71
517,2824,0.77
518,2824,0.74
519,2824,0.82
520,2824,0.82
521,2825,0.71
522,2825,0.83
523,2825,0.73
524,2825,0.83
525,2825,1.17
526,2825,0.91
527,2826,0.73
528,2826,0.7
529,2826,0.9
530,2826,0.7
531,2826,0.7
532,2826,0.7
533,2826,0.9
534,2826,0.78
535,2826,0.96
536,2827,0.7
537,2827,0.72
538,2827,0.79
539,2827,0.7
540,2827,0.7
541,2828,0.7
542,2828,1.01
543,2829,0.72
544,2829,0.8
545,2829,0.59
546,2829,0.72
547,2829,0.75
548,2829,0.8
549,2830,0.71
550,2830,0.77
551,2830,0.97
552,2830,0.53
553,2830,0.53
554,2830,0.8
555,2830,0.9
556,2831,0.76
557,2831,0.72
558,2831,0.75
559,2831,0.72
560,2831,0.79
561,2832,0.72
562,2832,0.91
563,2832,0.71
564,2832,0.81
565,2832,0.82
566,2832,0.71
567,2832,0.9
568,2833,0.8
569,2833,0.56
570,2833,0.7
571,2833,0.7
572,2833,0.61
573,2833,0.85
574,2833,0.7
575,2834,0.8
576,2834,0.8
577,2834,0.51
578,2834,0.53
579,2834,0.78
580,2834,0.9
581,2834,0.9
582,2834,0.77
583,2835,0.73
584,2835,0.63
585,2835,0.7
586,2835,0.72
587,2835,0.72
588,2835,0.75
589,2836,0.82
590,2836,0.71
591,2837,0.7
592,2837,0.7
593,2838,0.71
594,2838,0.76
595,2838,0.82
596,2838,0.72
597,2838,0.7
598,2838,0.7
599,2838,0.7
600,2838,0.7
601,2838,0.7
602,2838,0.7
603,2838,0.7
604,2838,0.7
605,2839,0.74
606,2839,0.71
607,2839,0.7
608,2839,0.71
609,2839,0.71
610,2839,0.71
611,2839,0.71
612,2839,0.7
613,2839,0.73
614,2839,0.7
615,2839,0.7
616,2839,0.71
617,2839,0.71
618,2839,0.79
619,2839,0.71
620,2840,0.77
621,2840,0.75
622,2840,0.7
623,2840,0.71
624,2840,0.92
625,2840,0.83
626,2840,0.7
627,2841,0.73
628,2841,0.71
629,2841,0.73
630,2841,0.82
631,2841,0.82
632,2841,0.82
633,2841,0.52
634,2841,1.0
635,2841,0.95
636,2841,0.73
637,2841,0.73
638,2841,0.73
639,2842,0.8
640,2842,0.7
641,2843,0.7
642,2843,0.7
643,2843,0.71
644,2843,0.81
645,2843,0.71
646,2843,0.73
647,2843,0.73
648,2843,0.72
649,2843,0.81
650,2843,0.71
651,2844,0.73
652,2844,0.7
653,2844,1.01
654,2844,1.01
655,2844,0.79
656,2845,0.7
657,2845,0.7
658,2845,0.8
659,2845,1.27
660,2846,0.79
661,2846,0.72
662,2846,0.73
663,2846,1.01
664,2846,1.01
665,2846,0.73
666,2846,0.7
667,2846,0.7
668,2846,0.77
669,2846,0.77
670,2846,0.77
671,2847,0.84
672,2847,0.72
673,2847,0.76
674,2848,0.7
675,2848,0.54
676,2848,0.75
677,2849,0.79
678,2849,0.74
679,2850,0.7
680,2850,0.7
681,2850,0.75
682,2850,1.2
683,2851,0.8
684,2851,0.66
685,2851,0.87
686,2851,0.86
687,2851,0.74
688,2852,0.58
689,2852,0.78
690,2852,0.74
691,2852,0.73
692,2852,0.91
693,2853,0.71
694,2853,0.71
695,2853,0.79
696,2853,0.79
697,2853,0.71
698,2853,0.82
699,2854,0.78
700,2854,0.7
701,2854,1.12
702,2854,0.73
703,2854,0.91
704,2854,0.91
705,2854,0.91
706,2854,0.91
707,2854,0.7
708,2854,0.68
709,2855,0.73
710,2855,1.03
711,2855,0.74
712,2855,0.98
713,2856,1.02
714,2856,1.0
715,2856,1.02
716,2856,0.6
717,2856,0.8
718,2856,0.97
719,2856,1.0
720,556,0.26
721,556,0.26
722,556,0.36
723,556,0.34
724,556,0.34
725,556,0.34
726,556,0.34
727,556,0.34
728,556,0.34
729,556,0.32
730,557,0.31
731,557,0.31
732,557,0.31
733,557,0.31
734,557,0.31
735,557,0.31
736,557,0.31
737,557,0.31
738,557,0.31
739,557,0.33
740,557,0.33
741,557,0.33
742,557,0.33
743,557,0.33
744,557,0.33
745,557,0.33
746,557,0.33
747,557,0.33
748,557,0.33
749,557,0.33
750,2856,1.0
751,2856,0.77
752,2856,0.77
753,2857,0.7
754,2857,0.9
755,2857,0.72
756,2857,0.9
757,2857,0.72
758,2858,0.7
759,2858,0.81
760,2858,0.81
761,2858,0.71
762,2858,0.7
763,2858,0.71
764,2858,0.71
765,2858,0.92
766,2858,0.76
767,2858,0.73
768,2858,0.71
769,2858,0.7
770,2858,0.9
771,2858,0.71
772,2859,0.7
773,2859,0.7
774,2859,0.77
775,2859,0.71
776,2859,0.7
777,2859,0.75
778,2859,0.83
779,2860,0.71
780,2860,0.9
781,2860,0.6
782,2860,0.71
783,2860,0.53
784,2861,0.71
785,2861,0.62
786,2861,0.62
787,2861,0.9
788,2861,0.62
789,2861,0.82
790,2861,0.66
791,2862,0.7
792,2862,0.8
793,2862,0.8
794,2862,0.79
795,2862,0.71
796,2862,0.7
797,2862,0.7
798,2862,0.79
799,2862,0.7
800,2862,1.22
801,2862,1.01
802,2862,0.73
803,2863,0.91
804,2863,0.71
805,2863,0.83
806,2863,0.84
807,2863,0.71
808,2863,0.71
809,2863,0.71
810,2863,0.71
811,2863,0.71
812,2863,0.71
813,2863,0.91
814,2863,0.9
815,2863,0.71
816,2863,0.71
817,2863,0.72
818,2863,0.72
819,2863,0.71
820,2864,0.81
821,2865,0.83
822,2865,0.73
823,2866,0.56
824,2866,0.56
825,2866,0.71
826,2866,0.7
827,2866,0.96
828,2867,0.71
829,2867,0.7
830,2867,0.71
831,2867,0.8
832,2867,0.95
833,2867,0.82
834,2867,0.52
835,2867,0.82
836,2867,0.82
837,2867,0.82
838,2867,0.8
839,2867,0.96
840,2868,0.72
841,2868,0.62
842,2868,0.79
843,2868,0.75
844,2869,1.08
845,2869,0.72
846,2869,0.62
847,2869,0.73
848,2869,0.72
849,2870,0.52
850,2870,0.83
851,2870,0.64
852,2870,0.8
853,2870,0.74
854,2870,0.72
855,2870,0.82
856,2870,0.73
857,2870,1.04
858,2871,0.73
859,2871,0.73
860,2871,0.9
861,2871,0.75
862,2871,0.79
863,2872,0.7
864,2872,0.75
865,2872,1.02
866,2872,0.7
867,2872,0.7
868,2872,0.7
869,2872,0.7
870,2872,0.7
871,2872,0.7
872,2872,0.72
873,2872,0.74
874,2872,0.84
875,2873,0.76
876,2873,0.77
877,2873,0.76
878,2873,1.0
879,2873,1.0
880,2873,0.9
881,2873,0.9
882,2873,0.9
883,2873,0.9
884,2873,0.9
885,2873,0.9
886,2874,0.78
887,2874,0.71
888,2874,0.7
889,2874,0.7
890,2874,0.7
891,2874,0.7
892,2874,0.7
893,2874,0.7
894,2874,0.7
895,2875,1.0
896,2875,0.77
897,2875,1.0
898,2875,1.0
899,2875,1.0
900,2876,0.73
901,2876,0.79
902,2877,0.72
903,2877,0.71
904,2877,0.74
905,2877,0.7
906,2877,0.7
907,2878,0.79
908,2878,0.79
909,2878,0.79
910,2878,0.71
911,2878,0.79
912,2879,0.73
913,2879,0.63
914,2879,0.7
915,2879,0.71
916,2879,0.84
917,2879,0.84
918,2879,1.02
919,2879,0.72
920,2879,0.72
921,2880,0.92
922,2880,0.74
923,2881,0.7
924,2881,0.71
925,2881,1.05
926,2882,0.7
927,2882,0.54
928,2882,0.73
929,2882,0.88
930,2882,0.73
931,2883,0.72
932,2883,0.9
933,2883,0.9
934,2884,1.03
935,2885,0.84
936,2885,1.01
937,2885,0.77
938,2885,0.8
939,2885,0.9
940,2886,0.73
941,2886,0.72
942,2887,0.71
943,2887,0.7
944,2888,0.79
945,2889,0.72
946,2889,0.7
947,2889,0.7
948,2889,0.9
949,2889,0.71
950,2889,0.5
951,2889,0.5
952,2889,0.74
953,2889,0.77
954,2889,0.77
955,2890,0.8
956,2890,0.8
957,2890,0.8
958,2890,0.8
959,2890,0.66
960,2891,0.71
961,2891,0.71
962,2891,0.71
963,2891,0.71
964,2891,0.72
965,2891,0.71
966,2892,0.86
967,2892,1.19
968,2893,0.71
969,2893,0.82
970,2893,0.71
971,2893,0.75
972,2893,0.7
973,2893,0.8
974,2893,0.82
975,2893,0.82
976,2893,0.82
977,2894,0.81
978,2894,0.81
979,2894,0.76
980,2895,0.71
981,2895,0.7
982,2895,0.7
983,2896,0.74
984,2896,0.77
985,2896,0.77
986,2896,0.53
987,2896,0.79
988,2896,0.73
989,2896,0.77
990,2896,0.77
991,2896,1.01
992,2896,1.01
993,2897,0.6
994,2897,0.76
995,2897,0.54
996,2897,0.72
997,2897,0.72
998,2897,0.74
999,2898,1.12
1000,2898,0.75
1001,2898,0.77
1002,2898,0.98
1003,2898,0.79
1004,2898,0.79
1005,2898,0.79
1006,2898,0.79
1007,2898,0.79
1008,2898,0.79
1009,2899,0.7
1010,2900,0.7
1011,2900,0.72
1012,2901,0.8
1013,2901,0.81
1014,2901,0.81
1015,2901,0.74
1016,2902,0.73
1017,2902,0.73
1018,2902,0.75
1019,2902,0.71
1020,2902,0.71
1021,2903,0.75
1022,2903,0.75
1023,2903,0.72
1024,2903,0.72
1025,2903,0.72
1026,2904,0.79
1027,2904,0.79
1028,2904,0.7
1029,2904,0.62
1030,2905,0.7
1031,2905,0.7
1032,2905,0.7
1033,2905,0.71
1034,2905,0.86
1035,2905,0.53
1036,2905,0.91
1037,2905,0.95
1038,2905,0.91
1039,2906,0.74
1040,2906,0.8
1041,2906,0.74
1042,2907,0.61
1043,2907,0.61
1044,2907,0.61
1045,2907,0.72
1046,2907,0.7
1047,2907,0.71
1048,2907,0.79
1049,2907,0.72
1050,557,0.33
1051,558,0.39
1052,558,0.32
1053,558,0.25
1054,558,0.25
1055,558,0.25
1056,558,0.25
1057,558,0.31
1058,558,0.31
1059,558,0.31
1060,558,0.31
1061,558,0.31
1062,558,0.31
1063,558,0.31
1064,558,0.31
1065,558,0.31
1066,558,0.31
1067,558,0.31
1068,558,0.31
1069,558,0.31
1070,558,0.31
1071,558,0.31
1072,558,0.31
1073,558,0.31
1074,558,0.31
1075,558,0.31
1076,558,0.31
1077,558,0.31
1078,558,0.31
1079,558,0.31
1080,2908,0.82
1081,2908,0.73
1082,2909,0.7
1083,2909,0.7
1084,2909,0.71
1085,2909,0.71
1086,2909,0.9
1087,2910,0.71
1088,2911,1.05
1089,2911,0.59
1090,2911,0.71
1091,2911,0.77
1092,2912,0.73
1093,2912,0.7
1094,2912,0.73
1095,2912,0.8
1096,2912,1.0
1097,2912,1.0
1098,2912,1.0
1099,2913,0.7
1100,2913,0.71
1101,2913,0.71
1102,2913,0.71
1103,2913,0.71
1104,2913,0.71
1105,2913,0.71
1106,2913,0.91
1107,2913,0.83
1108,2913,0.85
1109,2914,0.8
1110,2914,0.73
1111,2915,0.83
1112,2915,0.77
1113,2915,0.8
1114,2915,0.71
1115,2916,0.73
1116,2917,0.93
1117,2917,0.74
1118,2917,0.7
1119,2917,0.71
1120,2918,0.71
1121,2918,0.8
1122,2918,0.71
1123,2918,0.72
1124,2918,0.83
1125,2919,0.72
1126,2919,0.8
1127,2919,0.73
1128,2919,0.7
1129,2919,0.73
1130,2919,0.73
1131,2920,0.71
1132,2920,0.72
1133,2920,0.71
1134,2920,0.71
1135,2921,0.74
1136,2921,0.71
1137,2921,0.71
1138,2921,0.71
1139,2921,0.65
1140,2921,0.9
1141,2922,0.71
1142,2922,0.71
1143,2922,0.68
1144,2922,0.53
1145,2922,0.77
1146,2923,0.72
1147,2923,0.72
1148,2923,0.7
1149,2923,0.75
1150,2923,0.75
1151,2923,0.87
1152,2923,0.71
1153,2923,0.77
1154,2923,0.78
1155,2923,0.75
1156,2923,0.9
1157,2924,0.7
1158,2925,0.8
1159,2925,0.7
1160,2925,0.51
1161,2925,0.71
1162,2925,1.02
1163,2925,1.2
1164,2926,0.81
1165,2926,0.81
1166,2926,0.81
1167,2927,0.77
1168,2927,0.8
1169,2927,0.9
1170,2928,0.7
1171,2928,0.7
1172,2929,0.74
1173,2929,0.8
1174,2929,0.7
1175,2929,0.7
1176,2930,0.71
1177,2930,0.7
1178,2930,0.7
1179,2930,0.71
1180,2930,0.71
1181,2930,0.71
1182,2930,0.9
1183,2930,0.9
1184,2930,0.71
1185,2931,0.7
1186,2931,0.72
1187,2931,0.72
1188,2932,0.7
1189,2932,0.7
1190,2932,0.7
1191,2933,0.72
1192,2933,0.59
1193,2933,0.73
1194,2933,0.75
1195,2933,0.75
1196,2934,0.9
1197,2934,0.71
1198,2935,0.91
1199,2935,1.17
1200,2935,0.8
1201,2936,0.7
1202,2936,0.81
1203,2936,0.74
1204,2936,0.7
1205,2937,0.82
1206,2937,0.76
1207,2937,0.76
1208,2937,0.95
1209,2938,0.71
1210,2938,0.71
1211,2938,0.81
1212,2939,0.73
1213,2939,0.73
1214,2939,0.83
1215,2939,0.77
1216,2939,0.8
1217,2939,0.73
1218,2939,0.72
1219,2939,0.75
1220,2939,0.8
1221,2939,0.81
1222,2939,0.82
1223,2940,0.7
1224,2940,1.24
1225,2940,0.7
1226,2940,0.7
1227,2940,0.75
1228,2940,1.0
1229,2940,0.75
1230,2940,0.7
1231,2941,0.79
1232,2941,0.8
1233,2942,0.81
1234,2942,0.71
1235,2942,1.03
1236,2942,0.7
1237,2942,0.76
1238,2942,1.01
1239,2943,0.73
1240,2943,0.72
1241,2944,0.74
1242,2944,0.79
1243,2945,0.57
1244,2945,0.79
1245,2945,0.78
1246,2945,0.85
1247,2946,0.71
1248,2946,0.71
1249,2946,0.72
1250,2946,0.72
1251,2946,0.77
1252,2946,0.79
1253,2947,0.78
1254,2947,0.76
1255,2947,0.92
1256,2947,0.73
1257,2947,0.7
1258,2947,0.7
1259,2947,0.74
1260,2947,0.74
1261,2947,0.73
1262,2947,0.82
1263,2947,0.9
1264,2948,0.73
1265,2948,0.7
1266,2948,0.9
1267,2948,0.9
1268,2948,0.9
1269,2948,0.9
1270,2948,1.0
1271,2949,0.72
1272,2949,0.76
1273,2949,0.77
1274,2949,0.72
1275,2949,0.99
1276,2950,0.81
1277,2950,0.71
1278,2950,0.71
1279,2951,0.54
1280,2951,0.72
1281,2951,0.81
1282,2951,0.73
1283,2951,0.72
1284,2952,0.7
1285,2952,0.7
1286,2952,0.7
1287,2952,0.7
1288,2952,0.72
1289,2952,0.72
1290,2952,0.7
1291,2952,0.7
1292,2952,0.7
1293,2952,0.74
1294,2952,0.7
1295,2953,0.8
1296,2953,0.79
1297,2953,0.75
1298,2954,0.71
1299,2954,0.72
1300,2954,0.72
1301,2954,0.72
1302,2954,0.75
1303,2954,0.82
1304,2954,0.76
1305,2955,0.89
1306,2956,0.7
1307,2956,0.74
1308,2956,0.74
1309,2956,0.95
1310,2956,0.91
1311,2956,0.7
1312,2956,0.71
1313,2956,0.7
1314,2956,0.72
1315,2956,0.72
1316,2958,0.72
1317,2958,0.79
1318,2958,0.72
1319,2958,0.98
1320,2959,0.56
1321,2959,0.7
1322,2959,0.79
1323,2959,0.82
1324,2959,0.74
1325,2960,0.71
1326,2960,0.7
1327,2960,0.7
1328,2960,0.7
1329,2960,0.76
1330,2960,0.72
1331,2960,0.64
1332,2960,0.71
1333,2960,0.74
1334,2961,0.77
1335,2961,0.74
1336,2961,0.72
1337,2961,0.73
1338,2961,0.73
1339,2961,0.63
1340,2961,0.72
1341,2961,0.76
1342,2961,0.71
1343,2961,0.75
1344,2961,0.96
1345,2962,0.63
1346,2962,0.72
1347,2962,0.71
1348,2962,0.82
1349,2963,0.71
1350,2963,0.91
1351,2964,0.71
1352,2964,0.71
1353,2964,0.71
1354,2964,0.7
1355,2964,0.7
1356,2964,0.75
1357,2964,0.9
1358,2964,0.9
1359,2964,0.9
1360,2964,0.9
1361,2964,1.0
1362,2964,1.5
1363,2964,1.05
1364,2964,0.9
1365,2965,0.71
1366,2965,0.71
1367,2965,0.71
1368,2965,0.71
1369,2965,0.7
1370,2965,0.7
1371,2966,0.73
1372,2966,0.85
1373,2966,0.7
1374,2966,0.75
1375,2966,0.82
1376,2967,0.7
1377,2967,0.7
1378,2967,0.86
1379,2967,0.79
1380,558,0.31
1381,558,0.31
1382,558,0.31
1383,559,0.3
1384,559,0.31
1385,559,0.31
1386,559,0.31
1387,559,0.24
1388,559,0.24
1389,559,0.24
1390,559,0.24
1391,559,0.24
1392,559,0.32
1393,559,0.32
1394,559,0.24
1395,559,0.24
1396,559,0.24
1397,559,0.24
1398,559,0.24
1399,559,0.32
1400,559,0.32
1401,560,0.25
1402,560,0.25
1403,560,0.25
1404,560,0.27
1405,560,0.32
1406,560,0.36
1407,561,0.41
1408,561,0.32
1409,561,0.32
1410,2968,0.75
1411,2968,0.92
1412,2968,1.13
1413,2968,0.71
1414,2968,1.06
1415,2968,0.9
1416,2969,0.8
1417,2970,0.52
1418,2970,0.72
1419,2970,0.7
1420,2970,0.78
1421,2970,0.78
1422,2970,1.04
1423,2971,0.91
1424,2972,0.81
1425,2972,0.76
1426,2972,0.7
1427,2972,0.9
1428,2972,0.81
1429,2973,0.9
1430,2973,0.75
1431,2973,0.77
1432,2973,0.7
1433,2973,0.81
1434,2973,0.7
1435,2974,0.82
1436,2974,0.57
1437,2974,0.9
1438,2974,1.0
1439,2974,0.71
1440,2975,0.7
1441,2975,0.7
1442,2975,0.82
1443,2975,0.8
1444,2975,0.83
1445,2975,0.83
1446,2975,0.77
1447,2976,0.79
1448,2976,0.72
1449,2976,0.91
1450,2977,0.71
1451,2977,0.81
1452,2977,0.76
1453,2977,0.54
1454,2978,0.71
1455,2978,0.7
1456,2978,0.8
1457,2978,0.76
1458,2979,0.72
1459,2979,0.7
1460,2980,0.86
1461,2980,0.7
1462,2980,0.7
1463,2980,0.64
1464,2981,0.7
1465,2981,0.91
1466,2981,0.91
1467,2982,0.9
1468,2982,0.71
1469,2982,0.9
1470,2982,0.71
1471,2982,0.71
1472,2982,0.71
1473,2984,0.74
1474,2984,0.9
1475,2984,1.0
1476,2985,0.7
1477,2985,0.75
1478,2985,0.82
1479,2986,0.77
1480,2986,0.8
1481,2986,0.82
1482,2986,0.84
1483,2987,0.7
1484,2987,0.74
1485,2988,0.77
1486,2988,0.6
1487,2988,1.03
1488,2988,0.76
1489,2989,0.72
1490,2990,0.83
1491,2990,0.76
1492,2990,0.72
1493,2990,0.57
1494,2991,0.75
1495,2991,0.7
1496,2992,0.7
1497,2992,0.75
1498,2992,1.06
1499,2993,0.69
1500,2993,0.87
1501,2993,0.75
1502,2993,0.7
1503,2993,0.7
1504,2993,0.75
1505,2993,0.72
1506,2993,1.01
1507,2994,0.71
1508,2994,0.71
1509,2994,0.81
1510,2994,1.24
1511,2994,0.81
1512,2994,0.81
1513,2995,0.73
1514,2995,0.7
1515,2996,0.91
1516,2996,0.88
1517,2996,0.77
1518,2997,0.74
